0.00000000000000E+0000 0.00000000000000E+0000 -0.00000000000000E+0000
0.00000000000000E+0000 -1.49999999930151E+0000 0.00000000000000E+0000
-1.49999999930151E+0000 -1.40586018143222E+0000 -7.37848734961084E-0001
-1.40586018143222E+0000 3.45296666712307E-0001 6.07768813284138E-0002
3.45296666712307E-0001 -8.31480223299374E-0001 3.53166057230608E-0001
-8.31480223299374E-0001 -3.28070141174196E-0001 -2.10239976953441E-0001
-3.28070141174196E-0001 3.04723278776085E-0001 1.93287587748214E-0002
3.04723278776085E-0001 -5.24597427851956E-0001 1.59707900709263E-0001
-5.24597427851956E-0001 -8.54905703463801E-0001 -5.05896223200651E-0001
-8.54905703463801E-0001 -8.89181147054004E-0001 -6.69269396540601E-0001
-8.89181147054004E-0001 -8.92248094164659E-0001 -6.77883609965504E-0001
-8.92248094164659E-0001 -1.93184713141440E+0000 -1.05556311380227E+0000
-1.93184713141440E+0000 -1.13118091985692E+0000 -6.17198659168553E-0001
-1.13118091985692E+0000 -1.90549066878482E+0000 -9.18338646055848E-0001
-1.90549066878482E+0000 1.04224658230602E-0001 7.56181314114766E-0002
1.04224658230602E-0001 -1.24520916435939E+0000 2.22744130117975E-0001
-1.24520916435939E+0000 -3.97366154419101E-0001 -3.56691270352212E-0001
-3.97366154419101E-0001 8.95162855756599E-0001 -1.24774873993224E-0001
8.95162855756599E-0001 -5.21055437895334E-0001 3.91152581909490E-0001
-5.21055437895334E-0001 1.21514727362600E+0000 -3.23224420479809E-0001
1.21514727362600E+0000 -8.39447812929128E-0001 6.69591927648635E-0001
-8.39447812929128E-0001 1.26261684995063E+0000 -3.80664086456242E-0001
1.26261684995063E+0000 6.51848821879534E-0001 7.45069164256706E-0002
6.51848821879534E-0001 7.28455488191466E-0001 8.85210963517313E-0002
7.28455488191466E-0001 -4.91554989051830E-0001 3.14701465078412E-0001
-4.91554989051830E-0001 -6.97420980894224E-0001 -3.67329928969043E-0001
-6.97420980894224E-0001 -8.78840567023503E-0001 -6.14333051587672E-0001
-8.78840567023503E-0001 -7.16271674358503E-0001 -5.48344438293188E-0001
-7.16271674358503E-0001 -1.30838349680713E+0000 -9.02290656544472E-0001
-1.30838349680713E+0000 7.47385922947726E-0002 4.11910480572156E-0002
7.47385922947726E-0002 -6.21720501618994E-0001 5.20101455862651E-0002
-6.21720501618994E-0001 -2.69090119907464E-0003 -8.40993714406846E-0004
-2.69090119907464E-0003 -1.05328618932970E+0000 -4.40242670319433E-0003
-1.05328618932970E+0000 1.11860261398525E+0000 -3.05188169674675E-0001
1.11860261398525E+0000 -9.43305560825120E-0001 7.20612929147252E-0001
-9.43305560825120E-0001 1.53887273388966E+0000 -4.85339040578495E-0001
1.53887273388966E+0000 9.44040628439595E-0001 2.07388622533844E-0001
9.44040628439595E-0001 1.84972583862336E-0001 -5.33828152782473E-0002
1.84972583862336E-0001 1.11042519663729E+0000 1.20304778042402E-0001
1.11042519663729E+0000 1.10213465994332E+0000 2.95028156431208E-0001
1.10213465994332E+0000 -1.14408116711508E+0000 8.00430561112065E-0001
-1.14408116711508E+0000 -2.76400769666013E-0001 -2.23197881768191E-0001
-2.76400769666013E-0001 -1.29268516430884E+0000 -5.68011098605243E-0001
-1.29268516430884E+0000 -5.65587796101940E-0001 -5.07693899745672E-0001
-5.65587796101940E-0001 -1.94266634336355E+0000 -1.21593753195500E+0000
-1.94266634336355E+0000 -9.37134016008503E-0001 -6.06430010828908E-0001
-9.37134016008503E-0001 -2.07748301183411E+0000 -1.04753489567200E+0000
-2.07748301183411E+0000 -2.24100883428474E-0001 -2.77062812764732E-0001
-2.24100883428474E-0001 1.74910115133437E-0001 1.27231659992849E-0002
1.74910115133437E-0001 8.24189216100729E-0001 4.57833417031935E-0002
8.24189216100729E-0001 6.70104206846284E-0001 7.19887725228939E-0002
6.70104206846284E-0001 2.44512154875559E-0001 -4.07668887338648E-0002
2.44512154875559E-0001 -9.22676600951613E-0001 3.05418698317389E-0001
-9.22676600951613E-0001 8.48675657031144E-0001 -1.69251346655618E-0001
8.48675657031144E-0001 1.09302420008499E-0001 -3.59328110763927E-0002
1.09302420008499E-0001 1.33043593367877E+0000 1.18261024677261E-0001
1.33043593367877E+0000 5.50427710958823E-0001 2.40377720483769E-0002
5.50427710958823E-0001 1.51915121819276E+0000 5.01527720227846E-0001
1.51915121819276E+0000 -2.67130788784465E-0001 2.67292313044633E-0001
-2.67130788784465E-0001 7.95790177769701E-0001 -6.01604265339059E-0002
7.95790177769701E-0001 -6.73075336142568E-0001 4.88252754485129E-0001
-6.73075336142568E-0001 -7.54076195020334E-0001 -5.06125074836940E-0001
-7.54076195020334E-0001 3.10840169407844E-0001 4.20293513222987E-0002
3.10840169407844E-0001 2.78637023645843E-0002 -4.08894031949989E-0003
2.78637023645843E-0002 1.14096249431662E+0000 2.03565459924076E-0002
1.14096249431662E+0000 5.02554435042922E-0002 -2.57036530913441E-0002
5.02554435042922E-0002 1.94264267707464E-0001 -2.98456363058423E-0003
1.94264267707464E-0001 1.35659444001825E+0000 2.11084739551515E-0001
1.35659444001825E+0000 7.65586098902494E-0001 1.32697915375344E-0001
7.65586098902494E-0001 -3.51168692627811E-0001 2.13411178092797E-0001
-3.51168692627811E-0001 -1.26376626163037E+0000 -6.53952298404096E-0001
-1.26376626163037E+0000 -3.79001995990111E-0002 -2.57048323760842E-0002
-3.79001995990111E-0002 1.44110680408672E+0000 -5.12487103985142E-0002
1.44110680408672E+0000 7.70886636310305E-0001 1.34697315961478E-0001
7.70886636310305E-0001 8.83415308062342E-0001 1.78381346753993E-0001
8.83415308062342E-0001 -7.28497041499978E-0001 5.59066178704486E-0001
-7.28497041499978E-0001 -5.09992538523986E-0001 -3.29727285805498E-0001
-5.09992538523986E-0001 9.11068262966941E-0001 -1.57085081741680E-0001
9.11068262966941E-0001 6.95501585777383E-0001 8.83898982228171E-0002
6.95501585777383E-0001 3.56232275060324E-0001 -3.35598347503635E-0002
3.56232275060324E-0001 1.06056752598100E+0000 1.85332852123527E-0001
1.06056752598100E+0000 7.53446615707351E-0001 1.23601228488126E-0001
7.53446615707351E-0001 -5.12899092374852E-0001 3.40567363809241E-0001
-5.12899092374852E-0001 -8.78501450958283E-0001 -5.16305920918205E-0001
-8.78501450958283E-0001 -1.29545454186121E-0001 -7.07298900952668E-0002
-1.29545454186121E-0001 -7.30653713878441E-0001 -1.15450561905136E-0001
-7.30653713878441E-0001 1.01610340604387E+0000 -2.47014278264271E-0001
1.01610340604387E+0000 -1.26331145823702E+0000 8.54864055926912E-0001
-1.26331145823702E+0000 1.74428962807172E-0001 6.84199046720543E-0002
1.74428962807172E-0001 1.99476175001336E-0001 -1.04439089438760E-0002
1.99476175001336E-0001 1.37193280892532E+0000 2.21993983639196E-0001
1.37193280892532E+0000 -7.54913987443059E-0001 6.27071355039609E-0001
-7.54913987443059E-0001 -4.01720084679889E-0001 -2.50427722321443E-0001
-4.01720084679889E-0001 -9.46063577752180E-0001 -4.80217735002604E-0001
-9.46063577752180E-0001 -1.44784579723966E+0000 -9.27628583182869E-0001
-1.44784579723966E+0000 -6.97242148827118E-0001 -5.98594322002375E-0001
-6.97242148827118E-0001 -6.04126892185652E-0001 -3.94999195988070E-0001
-6.04126892185652E-0001 -1.03942992950675E+0000 -6.93300366873313E-0001
-1.03942992950675E+0000 -1.72546613589527E+0000 -9.46575957768142E-0001
-1.72546613589527E+0000 -6.17280576562985E-0001 -5.57531193948385E-0001
-6.17280576562985E-0001 1.61538686484996E-0001 3.34172972902990E-0002
1.61538686484996E-0001 7.72638961203057E-0001 3.35064076615343E-0002
7.72638961203057E-0001 -1.22543883996254E+0000 8.61432976698530E-0001
-1.22543883996254E+0000 -4.09587301403257E-0001 -3.64672654760750E-0001
-4.09587301403257E-0001 -1.68532708984402E+0000 -1.02167832187427E+0000
-1.68532708984402E+0000 -2.20208176795444E+0000 -6.78798931490389E-0001
-2.20208176795444E+0000 2.07745421372595E-0001 1.10560245937257E-0001
2.07745421372595E-0001 1.02822778502904E+0000 1.07910670265297E-0001
1.02822778502904E+0000 -2.47285292558630E-0001 1.78470644169435E-0001
-2.47285292558630E-0001 5.14558053343505E-0001 -1.82289125698965E-0003
5.14558053343505E-0001 -1.91323979835244E-0001 6.74056883654067E-0002
-1.91323979835244E-0001 7.89886494188986E-0001 -4.28306826269547E-0002
7.89886494188986E-0001 -6.10626296019475E-0002 2.69986702012488E-0002
-6.10626296019475E-0002 -4.49128867930301E-0001 -2.60102863144115E-0002
-4.49128867930301E-0001 9.30621568327771E-0001 -1.53219343814482E-0001
9.30621568327771E-0001 7.97878639353956E-0001 1.42574605954083E-0001
7.97878639353956E-0001 -9.33238835583238E-0001 6.86550612908407E-0001
-9.33238835583238E-0001 -5.32969741967887E-0001 -4.11887866612782E-0001
-5.32969741967887E-0001 -1.71038900285985E+0000 -1.10047605203582E+0000
-1.71038900285985E+0000 -2.41959849664127E+0000 -6.66561188733142E-0001
-2.41959849664127E+0000 -1.58480882327811E+0000 -5.09063041640486E-0001
-1.58480882327811E+0000 9.81193025406158E-0003 7.62059828679890E-0003
9.81193025406158E-0003 -8.09939632560649E-0001 1.04095260841909E-0002
-8.09939632560649E-0001 2.21477028703890E-0001 4.84047127657119E-0002
2.21477028703890E-0001 -6.88145772018236E-0001 1.76972709052682E-0001
-6.88145772018236E-0001 -2.25327939571396E-0001 -1.09827639698961E-0001
-2.25327939571396E-0001 9.01434992741815E-0001 -7.83081025404874E-0002
9.01434992741815E-0001 -6.34582391572932E-0001 4.89006142114833E-0001
-6.34582391572932E-0001 -6.63385288961376E-0002 -2.37991252912199E-0002
-6.63385288961376E-0002 4.45479717618042E-0001 1.60980304253665E-0003
4.45479717618042E-0001 5.78404818992293E-0001 1.89446014042371E-0002
5.78404818992293E-0001 1.22792092162812E+0000 3.43647571528034E-0001
1.22792092162812E+0000 -2.00430282144172E-0001 1.62539435533232E-0001
-2.00430282144172E-0001 9.85727829219610E-0002 7.92789120676364E-0003
9.85727829219610E-0002 -6.02644669017918E-0001 6.52715678126615E-0002
-6.02644669017918E-0001 8.65498576805468E-0001 -1.49867605495029E-0001
8.65498576805468E-0001 5.71696145382948E-0001 2.84982148453922E-0002
5.71696145382948E-0001 1.84406951012868E-0001 -3.29055909804491E-0002
1.84406951012868E-0001 6.37868435327760E-0001 1.59957810997605E-0002
6.37868435327760E-0001 -2.49032001547179E-0001 1.16055032389268E-0001
-2.49032001547179E-0001 2.42226516047522E-0001 1.54930762055421E-0002
2.42226516047522E-0001 3.02950493669426E-0001 -1.43825632218445E-0002
3.02950493669426E-0001 1.12719276904350E+0000 1.91808998974580E-0001
1.12719276904350E+0000 6.98616305988822E-0001 9.65395703743180E-0002
6.98616305988822E-0001 -1.06627538578408E+0000 7.50366148831062E-0001
-1.06627538578408E+0000 6.65558489098884E-0001 -7.81387046272686E-0002
6.65558489098884E-0001 -3.67170336406194E-0001 1.99971352049056E-0001
-3.67170336406194E-0001 -9.55749988977891E-0001 -4.54843601380621E-0001
-9.55749988977891E-0001 -1.79320062434409E+0000 -9.98201399014614E-0001
-1.79320062434409E+0000 -8.52361963267720E-0001 -6.19579025170466E-0001
-8.52361963267720E-0001 -9.93302195320630E-0002 -5.03813292857122E-0002
-9.93302195320630E-0002 -1.30818662061615E+0000 -2.31058787448841E-0001
-1.30818662061615E+0000 1.03417906361954E+0000 -2.55337303743910E-0001
1.03417906361954E+0000 7.60776192408774E-0001 1.26726704319552E-0001
7.60776192408774E-0001 6.70977075719819E-0001 6.92364075656388E-0002
6.70977075719819E-0001 1.35025932620907E+0000 4.23066310427884E-0001
1.35025932620907E+0000 -2.45132570311626E-0001 2.22281081748065E-0001
-2.45132570311626E-0001 8.24923572975081E-0001 -6.31234361425263E-0002
8.24923572975081E-0001 6.40342993698247E-0001 5.79610143365111E-0002
6.40342993698247E-0001 5.79587030267115E-0002 -1.63831110806731E-0002
5.79587030267115E-0002 4.74959560134861E-0001 -6.88792270662542E-0004
4.74959560134861E-0001 -1.02602347016247E+0000 6.00947864936129E-0001
-1.02602347016247E+0000 -2.09013382787420E-0001 -1.45364486113985E-0001
-2.09013382787420E-0001 1.19419971740353E+0000 -1.63112590145469E-0001
1.19419971740353E+0000 -5.68342519048751E-0001 4.96421370518379E-0001
-5.68342519048751E-0001 -6.23450616744362E-0001 -3.53671889723350E-0001
-6.23450616744362E-0001 1.10706658431415E+0000 -2.83801439930657E-0001
1.10706658431415E+0000 -8.65018222029293E-0001 6.81870064010670E-0001
-8.65018222029293E-0001 -6.54717452580283E-0001 -4.95149453861318E-0001
-6.54717452580283E-0001 -1.68934611509708E+0000 -1.08913630594764E+0000
-1.68934611509708E+0000 1.09279330513980E-0002 9.02571332143321E-0003
1.09279330513980E-0002 1.72347492663801E-0001 -6.17099153235747E-0004
1.72347492663801E-0001 5.90857187127337E-0001 9.15727750862009E-0003
5.90857187127337E-0001 -1.18878382853700E+0000 7.94314852120060E-0001
-1.18878382853700E+0000 1.30089738373243E+0000 -3.65187447381626E-0001
1.30089738373243E+0000 -1.81553255915963E+0000 8.31363264744749E-0001
-1.81553255915963E+0000 2.60906636988392E-0001 9.24999560950061E-0002
2.60906636988392E-0001 1.30539855018945E+0000 2.45796138633111E-0001
1.30539855018945E+0000 3.51431335069308E-0001 -5.63067933238243E-0002
3.51431335069308E-0001 -5.75203697865004E-0001 2.08813976430109E-0001
-5.75203697865004E-0001 3.60931129462631E-0002 9.62697143041452E-0003
3.60931129462631E-0002 1.21152958982930E+0000 3.10542967224641E-0002
1.21152958982930E+0000 -4.27406558109619E-0001 3.78687120559902E-0001
-4.27406558109619E-0001 -5.99818417753116E-0002 -1.43466195797512E-0002
-5.99818417753116E-0002 -5.09414667969535E-0002 -1.68342064458272E-0003
-5.09414667969535E-0002 -1.28699263222839E+0000 -1.16656125505381E-0001
-1.28699263222839E+0000 9.35747125669456E-0001 -2.14162366997487E-0001
9.35747125669456E-0001 5.66769542803951E-0001 2.76376620572297E-0002
5.66769542803951E-0001 -9.31230801466456E-0001 5.90813559295587E-0001
-9.31230801466456E-0001 1.85934794373063E+0000 -5.88711563955990E-0001
1.85934794373063E+0000 -6.08024132430551E-0001 5.49868658685562E-0001
-6.08024132430551E-0001 -5.67408465978253E-0001 -3.29084939044032E-0001
-5.67408465978253E-0001 8.48047056514706E-0001 -1.35989122764171E-0001
8.48047056514706E-0001 -4.26247723373548E-0001 2.96124729224208E-0001
-4.26247723373548E-0001 -5.81246354255167E-0001 -2.52391685801629E-0001
